TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,year
Oklahoma City Thunder,18,18,17.5,130,253,51.4,51.8,16.8,128,244,52.5,0.6,2,9,22.2,very_tight,2016
Golden State Warriors,24,24,12.6,129,243,53.1,53.9,11.9,125,229,54.6,0.7,4,14,28.6,very_tight,2016
Cleveland Cavaliers,21,21,14.7,116,239,48.5,49.2,13.7,113,222,50.9,1.0,3,17,17.6,very_tight,2016
Toronto Raptors,20,20,13.3,99,203,48.8,49.0,12.8,98,196,50.0,0.5,1,7,14.3,very_tight,2016
Miami Heat,14,14,15.5,88,167,52.7,53.0,15.2,87,164,53.0,0.3,1,3,33.3,very_tight,2016
San Antonio Spurs,10,10,15.6,54,121,44.6,44.6,14.9,54,116,46.6,0.6,0,5,0.0,very_tight,2016
Atlanta Hawks,10,10,14.4,72,114,63.2,63.2,14.0,72,111,64.9,0.4,0,3,0.0,very_tight,2016
Portland Trail Blazers,11,11,11.6,49,106,46.2,46.7,11.1,48,102,47.1,0.4,1,4,25.0,very_tight,2016
Charlotte Hornets,7,7,18.5,48,95,50.5,51.1,18.3,47,94,50.0,0.2,1,1,100,very_tight,2016
LA Clippers,6,6,18.2,38,89,42.7,43.3,17.4,37,85,43.5,0.8,1,4,25.0,very_tight,2016
Indiana Pacers,7,7,15.0,37,74,50.0,50.0,14.4,37,71,52.1,0.6,0,3,0.0,very_tight,2016
Boston Celtics,6,6,12.4,37,60,61.7,62.5,12.2,36,59,61.0,0.2,1,1,100,very_tight,2016
Dallas Mavericks,5,5,14.9,32,57,56.1,56.1,14.9,32,57,56.1,0.0,0,0,-,very_tight,2016
Houston Rockets,5,5,12.7,22,51,43.1,44.1,12.2,21,49,42.9,0.5,1,2,50.0,very_tight,2016
Memphis Grizzlies,4,4,17.4,25,50,50.0,50.0,17.4,25,50,50.0,0.0,0,0,-,very_tight,2016
Detroit Pistons,4,4,13.7,20,40,50.0,50.0,12.7,20,37,54.1,1.0,0,3,0.0,very_tight,2016
Golden State Warriors,24,24,24.2,224,467,48.0,64.5,5.2,70,100,70.0,19.0,154,367,42.0,wide_open,2016
Cleveland Cavaliers,21,21,21.9,178,355,50.1,68.0,4.7,51,76,67.1,17.2,127,279,45.5,wide_open,2016
Oklahoma City Thunder,18,18,19.1,119,277,43.0,56.5,5.3,44,77,57.1,13.8,75,200,37.5,wide_open,2016
Atlanta Hawks,10,10,32.2,97,255,38.0,52.5,6.8,23,54,42.6,25.3,74,201,36.8,wide_open,2016
Toronto Raptors,20,20,16.4,98,251,39.0,51.0,4.4,38,68,55.9,12.0,60,183,32.8,wide_open,2016
Portland Trail Blazers,11,11,24.8,109,227,48.0,64.1,6.3,36,58,62.1,18.5,73,169,43.2,wide_open,2016
San Antonio Spurs,10,10,24.2,88,188,46.8,59.8,10.5,39,82,47.6,13.6,49,106,46.2,wide_open,2016
Miami Heat,14,14,15.4,65,166,39.2,51.8,5.0,23,54,42.6,10.4,42,112,37.5,wide_open,2016
Boston Celtics,6,6,24.9,41,121,33.9,45.5,6.6,13,32,40.6,18.4,28,89,31.5,wide_open,2016
Indiana Pacers,7,7,23.2,53,114,46.5,59.2,9.3,24,46,52.2,13.8,29,68,42.6,wide_open,2016
Houston Rockets,5,5,21.1,30,85,35.3,44.7,5.5,14,22,63.6,15.7,16,63,25.4,wide_open,2016
Dallas Mavericks,5,5,21.7,38,83,45.8,59.0,8.4,16,32,50.0,13.3,22,51,43.1,wide_open,2016
Charlotte Hornets,7,7,12.5,28,64,43.8,54.7,4.7,14,24,58.3,7.8,14,40,35.0,wide_open,2016
LA Clippers,6,6,13.1,27,64,42.2,50.8,5.9,16,29,55.2,7.2,11,35,31.4,wide_open,2016
Memphis Grizzlies,4,4,20.5,24,59,40.7,46.6,11.8,17,34,50.0,8.7,7,25,28.0,wide_open,2016
Detroit Pistons,4,4,19.2,24,56,42.9,58.0,3.8,7,11,63.6,15.5,17,45,37.8,wide_open,2016
