TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,year
Miami Heat,23,23,16.4,159,328,48.5,65.5,3.7,47,74,63.5,12.7,112,254,44.1,wide_open,2023
Denver Nuggets,20,20,17.6,132,302,43.7,59.1,3.7,39,64,60.9,13.8,93,238,39.1,wide_open,2023
Los Angeles Lakers,16,16,21.5,126,300,42.0,56.7,4.5,38,63,60.3,17.0,88,237,37.1,wide_open,2023
Golden State Warriors,13,13,18.6,91,226,40.3,56.0,2.3,20,28,71.4,16.3,71,198,35.9,wide_open,2023
Philadelphia 76ers,11,11,23.3,98,215,45.6,64.2,3.0,18,28,64.3,20.2,80,187,42.8,wide_open,2023
New York Knicks,11,11,19.4,62,174,35.6,50.0,2.1,12,19,63.2,17.3,50,155,32.3,wide_open,2023
Phoenix Suns,11,11,18.0,80,172,46.5,58.7,6.1,38,58,65.5,11.9,42,114,36.8,wide_open,2023
Sacramento Kings,7,7,24.5,64,164,39.0,53.4,4.3,17,29,58.6,20.2,47,135,34.8,wide_open,2023
Atlanta Hawks,6,6,25.1,63,145,43.4,58.3,4.7,20,27,74.1,20.4,43,118,36.4,wide_open,2023
Memphis Grizzlies,6,6,25.2,48,144,33.3,48.3,1.2,5,7,71.4,24.0,43,137,31.4,wide_open,2023
LA Clippers,5,5,24.6,50,109,45.9,63.8,3.2,11,14,78.6,21.4,39,95,41.1,wide_open,2023
Milwaukee Bucks,5,5,21.0,41,97,42.3,58.2,3.2,10,15,66.7,17.7,31,82,37.8,wide_open,2023
Cleveland Cavaliers,5,5,20.9,33,82,40.2,57.3,2.0,5,8,62.5,18.9,28,74,37.8,wide_open,2023
Minnesota Timberwolves,5,5,17.9,28,74,37.8,55.4,1.7,2,7,28.6,16.2,26,67,38.8,wide_open,2023
Brooklyn Nets,4,4,22.0,28,68,41.2,57.4,2.9,6,9,66.7,19.1,22,59,37.3,wide_open,2023
